,Name,Overview,Genres,Origin Country,Origin Country Detailed,Original Language,Original Language Detailed,Original Name,First Air Date,Year,Total Fans,Combined Average Score,TMDB Popularity,TMDB Users,TMDB Vote Average,Anilist Users,Anilist Average Score,Source Material,Is Adult,TMDB ID,Anilist ID
2677,é›²ç•Œã®è¿·å®®ZEGUY,,"'Action', 'Adventure', 'Fantasy'",Japan Only,'Japan',Japanese,Japanese,é›²ç•Œã®è¿·å®®ZEGUY,21/3/1993,1993,354,51,1.34,0,0,354,51,Original,FALSE,116331,1176
2678,ç†±è¡€æœ€å¼·ã‚´ã‚¦ã‚¶ã‚¦ãƒ©ãƒ¼,"Nekketsu SaikyÅ Go-Saurer, is a 51 episode animated television series, and third series in the Eldran franchise funded by Tomy and produced by Sunrise. It aired in Japan from March 3, 1993 to February 23, 1994. The story revolves around a group of elementary school children who are given command of a mecha named Go-Saurer and their efforts to defend the Earth from the Kikaika Empire.",'Mecha',Japan Only,'Japan',Japanese,Japanese,ç†±è¡€æœ€å¼·ã‚´ã‚¦ã‚¶ã‚¦ãƒ©ãƒ¼,3/3/1993,1993,258,67,4.096,0,0,258,67,Original,FALSE,35966,5395
2679,Moldiver,A naÃ¯ve young girl accidentally modifies her brother's secret superhero uniform and becomes the unwilling superheroine Moldiver.,"'Adventure', 'Comedy', 'Mecha', 'Romance', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ãƒ¢ãƒ«ãƒ€ã‚¤ãƒãƒ¼,25/2/1993,1993,581,53.76402754,1.4,3,8.3,578,54,Original,FALSE,92992,571
2680,Ah! My Goddess (OVA),"When college student Keiichi Morisato dials the wrong number while ordering for some food at his dormitory, he accidentally gets connected to the Goddess Hotline and a beautiful goddess named Belldandy appears out of a mirror in front of him. After getting kicked out of the dorm, Keiichi and Belldandy move to an old shrine and soon afterwards, Belldandy's sisters Urd and Skuld move in.

This is the 1993 OAV adaptation of KÅsuke Fujishima's manga.","'Comedy', 'Drama', 'Romance', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,ã‚ã‚ã£å¥³ç¥žã•ã¾ã£,21/2/1993,1993,4940,68.94979757,3.306,4,7,4936,69,Manga,FALSE,29117,49
2681,The Irresponsible Captain Tylor,"The Irresponsible Captain Tylor is an anime series based on The Most Irresponsible Man in Space light novel series by Hitoshi Yoshioka. It was produced by some of Japan's larger studios, including Big West, Tatsunoko Production, King Records and VAP.

Tylor consists of a 26-episodes TV series created by KÅichi Mashimo, and a sequel OVA series of 10 episodes directed by Mashimo and Naoyuki Yoshinaga. The TV show premiered in Japan on TV Tokyo between January 25, 1993 and July 19, 1993, and was broadcast across Latin America by the television network, Magic Kids. Both series were broadcast across the United States by AZN Television. Tylor is distributed across North America by The Right Stuf International.

It is usually classified as humorous space opera.

Enterbrain published a 3-volume manga miniseries in 2001.","'Adventure', 'Comedy', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ç„¡è²¬ä»»è‰¦é•·ã‚¿ã‚¤ãƒ©ãƒ¼,25/1/1993,1993,6744,74.95032622,6.496,5,8,6739,75,Light Novel,FALSE,34189,569
2682,Little Women II: Jo's Boys,"Nan Harding is the new student at Mr. and Mrs. Bhaer's school. Everyone thinks that she is a pain in the head, but not Mrs. Jo. Together with the other kids, they all embark on their personal adventures and misfortunes while learning in school.","'Drama', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,è‹¥è‰ç‰©èªžãƒŠãƒ³ã¨ã‚¸ãƒ§ãƒ¼å…ˆç”Ÿ,17/1/1993,1993,718,71.81754875,1.52,2,6.5,716,72,Others,FALSE,63695,2558
2683,Idol Defense Force Hummingbird,"When the Japanese government puts civilian organizations in charge of the country's air force, some of these companies decide to put their aspiring idol singers behind the controls of their fighter planes. Among these groups of idol singers is Hummingbird, a five-woman team consisting of the Toreishi sisters: Satsuki, Uzuki, Yayoi, Kanna and Miina. During a taping session, video director Kudo sees some potential in these girls and jumps in to help them reach the top of the charts by directing their debut video.","'Action', 'Adventure', 'Comedy', 'Drama', 'Music'",Japan Only,'Japan',Japanese,Japanese,ã‚¢ã‚¤ãƒ‰ãƒ«é˜²è¡›éšŠãƒãƒŸãƒ³ã‚°ãƒãƒ¼ãƒ‰,9/1/1993,1993,597,54,1.96,0,0,597,54,Light Novel,FALSE,114254,2465
2684,Miracle Girls,Miracle Girls is a Japanese manga written and illustrated by Nami Akimoto. It was adapted into an anime series by Nippon Animation in 1993. Tokyopop has licensed the manga for English release in North America.,"'Drama', 'Mahou Shoujo'",Japan Only,'Japan',Japanese,Japanese,ãƒŸãƒ©ã‚¯ãƒ«â˜†ã‚¬ãƒ¼ãƒ«ã‚º,8/1/1993,1993,640,67.909375,3.436,1,10,639,68,Manga,FALSE,34119,2834
2685,Buttobi!! CPU,"For three long years, Akira has been saving to buy his very own computer. So when the Model 9821 finally goes on sale, he races to the store only to discover that it sold out in just 5 minutes! Yet, as luck would have it, Akira also manages to stumble across a man who just happens to be willing to sell him the exact model he was looking for! Unfortunately, Akira doesn't look close enough at the packaging. Instead of the 9821, he ends up with a Model 2198 - a super-advanced, biomechanical computer girl named Mimi!","'Comedy', 'Ecchi', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ã¶ã£ã¨ã³!!CPU,1/1/1993,1993,1187,57.82982308,1.442,4,7.5,1183,58,Manga,FALSE,44618,458
2686,æ°¸é ã®ãƒ•ã‚£ãƒ¬ãƒ¼ãƒŠ,,"'Adventure', 'Drama', 'Fantasy'",Japan Only,'Japan',Japanese,Japanese,æ°¸é ã®ãƒ•ã‚£ãƒ¬ãƒ¼ãƒŠ,21/12/1992,1992,281,49,0.664,0,0,281,49,Light Novel,FALSE,116332,5689
2687,D-1 DEVASTATOR,,,Japan Only,'Japan',Japanese,Japanese,D-1 DEVASTATOR,11/12/1992,1992,0,0,0.6,0,0,,,,TRUE,116597,
2688,Ellcia,"Ellcia is an anime OVA directed by Noriyasu Kogawa and animated by J.C.Staff. It was released in 1993, and consists of 4 50-minute episodes.","'Adventure', 'Fantasy'",Japan Only,'Japan',Japanese,Japanese,å¹»æƒ³å™è­šã‚¨ãƒ«ã‚·ã‚¢,23/10/1992,1992,372,50.75268817,0.65,2,5,370,51,,FALSE,44009,3461
2689,The World of Peter Rabbit and Friends,Nine animated stories based on the original Peter Rabbit books by Beatrix Potter.,,Japan & Others,"'USA', 'UK', 'Japan'",English,English,The World of Peter Rabbit and Friends,23/10/1992,1992,7,6,3.199,7,6,,,,TRUE,10817,
2690,ãƒ‰ãƒ©ã‚´ãƒ³ã‚¹ãƒ¬ã‚¤ãƒ¤ãƒ¼è‹±é›„ä¼èª¬ çŽ‹å­ã®æ—…ç«‹ã¡,,"'Action', 'Fantasy'",Japan Only,'Japan',Japanese,Japanese,ãƒ‰ãƒ©ã‚´ãƒ³ã‚¹ãƒ¬ã‚¤ãƒ¤ãƒ¼è‹±é›„ä¼èª¬ çŽ‹å­ã®æ—…ç«‹ã¡,21/10/1992,1992,279,48,0.6,0,0,279,48,Video Game,FALSE,116072,3025
2691,All Purpose Cultural Cat Girl Nuku Nuku (OAV),"When Ryunosuke's pet cat dies in an accident, his inventor father ""resurrects"" the cat by placing its brain in an android body made in the form of a young girl. The Android, Nukunuku, has the dual purposes of being a companion/sister for Ryunosuke as well as being a bodyguard for his father. Nukunuku's extreme strength and feline agility are regularly needed to protect Ryunosuke and his father from Ryunusuke's mother who seeks to kidnap them both following her divorce from his father. Her motives towards Ryunusuke are simple motherly love, however her genius-inventor-ex-husband she wants to put to work designing weapons of mass destruction for her weapons company.","'Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ä¸‡èƒ½æ–‡åŒ–çŒ«å¨˜,21/10/1992,1992,1603,62,0.96,0,0,1603,62,Manga,FALSE,74957,373
2692,Tokyo Babylon,"Subaru Sumeragi, a young Onmyouji sorcerer, investigates a series of unusual murders with the aid of his twin sister and fellow Onmyouji SeishirÃ´.","'Action', 'Mystery', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,æ±äº¬ï¼¢ï¼¡ï¼¢ï¼¹ï¼¬ï¼¯ï¼®,21/10/1992,1992,2287,61.85229558,1.676,6,5.7,2281,62,Manga,FALSE,44485,1043
2693,The Girl in the Wind: Jeanie with the Light Brown Hair,"The Girl in the Wind: Jeanie with the Light Brown Hair is an anime series produced by Nippon Animation which ran for 52 episodes on Japanese TV from 1992â€“1993. It is based on the 1854 song ""Jeanie with the Light Brown Hair"" by Stephen Foster.",'Drama',Japan Only,'Japan',Japanese,Japanese,é¢¨ã®ä¸­ã®å°‘å¥³ é‡‘é«ªã®ã‚¸ã‚§ãƒ‹ãƒ¼,15/10/1992,1992,483,62.89026915,2.044,1,10,482,63,,FALSE,45146,3110
2694,My Patrasche,"My Patrasche is a 1992 Japanese animated television series adaptation of Maria Louise RamÃ©'s A Dog of Flanders, produced by Tokyo Movie Shinsha.

The series also became popular in the Philippines through its franchiser ABS-CBN.",'Drama',Japan Only,'Japan',Japanese,Japanese,ãƒ•ãƒ©ãƒ³ãƒ€ãƒ¼ã‚¹ã®çŠ¬ ã¼ãã®ãƒ‘ãƒˆãƒ©ãƒƒã‚·ãƒ¥,10/10/1992,1992,283,66,1.34,0,0,283,66,Others,FALSE,44985,2624
2695,Yu Yu Hakusho,"One day, 14-year-old Yusuke Urameshi suddenly finds himself dead, having died pushing a child out of the way of oncoming traffic. Since he has such a bad personality, even the Spirit World was caught by surprise that he would sacrifice himself. Yusuke soon finds out he wasn't supposed to die and has a chance for resurrection and bringing his body back to life. After being resurrected, Yusuke becomes a Spirit Detective, along with his comrades, and one adventure after another happens, whether it be an investigation or a fighting tournament.","'Action', 'Adventure', 'Comedy', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,å¹½â˜†éŠâ˜†ç™½æ›¸,10/10/1992,1992,61701,81.76445763,32.26,198,8.6,61503,82,Manga,FALSE,30669,392
2696,Hime-chan's Ribbon,"Erika, the princess of the Magic Kingdom has come to Earth in  order to find a human girl who looks just like her. That girl turns out  to be Himeko Nonohara, a tomboy's tomboy. Erika must give Himeko a  magical item she has created in order to prove her worth as a successor  to the crown. Himeko must test this item, a hair ribbon that allows her  to transform into any other person she sees, to see if it is worthy. The  series follows Himeko's adventures and her budding romance with Daichi,  the boy who discovers her secret.","'Comedy', 'Fantasy', 'Mahou Shoujo', 'Romance'",Japan Only,'Japan',Other Asian Languages,Abkhazian,å§«ã¡ã‚ƒã‚“ã®ãƒªãƒœãƒ³,2/10/1992,1992,1115,71,4.25,0,0,1115,71,Manga,FALSE,43230,2037
2697,Tenchi Muyo!,Tenchi is an average guy who just accidentally freed the space pirate Ryoko after 700 years of captivity! Attractive alien girls from all across the galaxy are about to descend on Tenchi and make his life more outrageous than ever imaginable!,"'Action', 'Comedy', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,å¤©åœ°ç„¡ç”¨! é­Žçš‡é¬¼,25/9/1992,1992,5014,72.89597128,8.716,8,7.8,5006,73,Original,FALSE,43004,539
2698,The Adventures of T-Rex,"The Adventures of T-Rex is an animated series that aired in syndication from 1992 to 1993 in North America. The show features five musical Tyrannosaurus brothers who played to sold-out crowds as a vaudeville group for the Dragon company owned by the beautiful and wealthy Myrna while also secretly fighting crime as ""T-REX,"" masterminded by Professor Edison. The show, an American/Japanese coproduction between DIC and well-known anime producer Kitty Film lasted only one season.

Set in a world of anthropomophic dinosaurs, brothers Bernie, Bruno, Bubba, Buck and Bugsy were born with special powers to help fight crime. Each brother's special power was related to a specific part of their anatomy; Bernie's legs, Bruno's arms, Bubba's tail, Buck's mouth and teeth, and Bugsy's telekinetic eyes. The group rode out on their Rexmobile to battle â€œBig Bossâ€ Graves, crime kingpin of Rep City, and his evil organization, The Corporation. Kid sister Ginger was part of the singing group, but didnâ€™t know about her brothersâ€™ secret identities.

One of the showâ€™s other noteworthy elements was giving the T-Rexes imitation celebrity voices: Jack Benny, Art Carney, Bing Crosby, Humphrey Bogart and Jimmy Durante.",,Japan & Others,"'USA', 'Japan'",English,English,The Adventures of T-Rex,18/9/1992,1992,1,7,4.543,1,7,,,,TRUE,10273,
2699,Ushio and Tora,"Ushio thinks his father's tale of an ancient ancestor impaling a demon on a temple altar stone with the legendary Beast Spear is nuts, but when he finds the monster in his own basement, Ushio has to take another look at the family legend! Fortunately, Ushio knows it's best to let sleeping dogs lie and leave captured demons where they are. Unfortunately, the release of the monster's evil energies begins to beckon other demons to Ushio's hometown! To save his friends and family from the invading spirits, Ushio is forced to release Tora from his captivity. But will the cure prove to be worse than the curse? Will Ushio end his life a Tora-snack? Or will the Beast Spear keep Tora in line long enough to save the city?","'Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,ã†ã—ãŠã¨ã¨ã‚‰,11/9/1992,1992,24509,72.99441022,3.984,2,4.5,24507,73,Manga,FALSE,63084,21038
2700,Ai no Kusabi,"On planet Amoi, a great society has developed, creating a computerized city called Tanagura, ruled by supercomputer Jupiter. The populace is almost entirely male and is based on hair color; silver and/or blonds are the elitist, ending with dark/black haired as the bottom of society, often known as ""mongrels"". Blondies keep ""pets"", young boys kept for a few years, especially made for performing sexual actions for the Blondie's voyeurism entertainment. Blondies aren't suppose to keep pets for long or interact sexually with pets, but one blondie named Iason Mink has kept a pet named Rikki, for years and is rumored to sleep with him. Iason refuses to let go of Rikki, even with Jupiter's disapproval. Rikki fights with his emotions and society problems, unable to decide what to do about his old friend/lover Gai (Guy) and their gang. Iason is obsessed with keeping Rikki, and Rikki doesn't know what to do; fight against him or surrender to him.","'Action', 'Drama', 'Romance', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,é–“ã®æ¥”,31/8/1992,1992,2798,62.85914939,3.925,7,6.7,2791,63,Light Novel,FALSE,67325,719
2701,OZ,,"'Action', 'Drama', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,OZ,28/8/1992,1992,398,44,0.6,0,0,398,44,Manga,FALSE,115584,2785
2702,å†…ç”°æ˜¥èŠã®å‘ªã„ã®ãƒ¯ãƒ³ãƒ”ãƒ¼ã‚¹,,,Japan Only,'Japan',Japanese,Japanese,å†…ç”°æ˜¥èŠã®å‘ªã„ã®ãƒ¯ãƒ³ãƒ”ãƒ¼ã‚¹,25/8/1992,1992,0,0,0.6,0,0,,,,TRUE,111507,
2703,Bewitching Nozomi,"Nozomi Egawa and RyÅtarÅ Shiba are the new high school students in town. As a matter of fact, they've just moved into houses next door to each other. In a chance encounter, Nozomi realizes that RyÅtarÅ has genius reflexes and vision, so urges him to join the boxing club to realize her dream of seeing her brother representing Japan in the Barcelona Olympics. This is the story of RyÅtarÅ's journey to make that dream a reality.","'Romance', 'Sports'",Japan Only,'Japan',Japanese,Japanese,ã®ãžã¿ ã‚¦ã‚£ãƒƒãƒã‚£ã‚º,5/8/1992,1992,447,56.76957494,2.192,2,5.5,445,57,Manga,FALSE,66950,2052
